Month,Day,Year,BLUE MESA unregulated inflow,CRYSTAL unregulated inflow,FLAMING GORGE unregulated inflow,FONTENELLE inflow,LAKE POWELL unregulated inflow,MORROW POINT unregulated inflow,NAVAJO unregulated inflow,TAYLOR PARK inflow,VALLECITO inflow
12,1,1994,442.723548,546.685484,482.4335906,428.6315445,5669.436774,474.952581,508.5065125,130.507742,71.63626862
1,1,1995,375.535161,474.302581,509.8462247,352.9352823,5345.262581,406.152903,383.2460947,92.177742,94.44844055
2,1,1995,436.628929,528.5875,1074.762956,480.3833704,6947.988214,473.412857,1071.005429,69.468929,119.5553894
3,1,1995,743.408387,877.669677,2039.967633,1168.51924,12905.13548,797.112581,3213.247874,51.471613,175.0764465
4,1,1995,905.265,1361.764,1532.375846,865.6911493,10849.51567,1124.384333,2232.169979,40.376333,420.4157104
5,1,1995,3170.115161,4427.514194,2754.368196,1377.033816,30316.23742,3723.370968,3748.965198,279.54,865.3731079
6,1,1995,9755.804333,12261.76433,10048.795,7160.841898,83874.20567,10708.06967,7482.110848,1451.094667,2474.270508
7,1,1995,6707.191935,8405.57,9135.534973,6865.631412,71688.56903,7233.689032,4030.956157,1238.022258,599.383667
8,1,1995,2293.647652,2688.175506,1989.44628,1641.031128,17065.47484,2415.951305,841.039851,442.471613,275.4443665
9,1,1995,1019.12151,1244.068176,1004.685931,825.905042,9305.282333,1088.854979,400.2073566,207.625333,296.3006592
10,1,1995,723.1615978,928.4779815,958.6943061,721.8172003,8946.833226,786.8096675,364.4559139,134.043871,44.35073471
11,1,1995,683.2810871,894.9113608,1102.573186,807.7418127,9258.738667,744.0973872,308.98131,130.797333,70.82344818
12,1,1995,497.0132641,638.2838305,773.9033991,484.5017345,7720.575484,540.8071447,231.5810271,90.624194,70.04594421
1,1,1996,482.5875682,577.050852,636.4288987,442.9453626,6282.22871,511.5794287,238.4751735,88.797097,105.5675049
2,1,1996,562.0660959,623.367934,1025.354983,509.5672121,8500.966207,586.5868314,439.3708859,85.020345,12.95531273
3,1,1996,640.5655772,794.483934,1524.463661,812.0274765,9170.300645,702.1329231,400.0771494,81.12129,83.116129
4,1,1996,1872.618159,2552.33817,2570.977386,1626.86583,16408.44333,2198.883783,927.033609,165.456667,386.1289368
5,1,1996,5787.754073,7189.503805,4638.362795,3188.210308,40211.13387,6404.523992,2003.632469,775.627097,298.6955566
6,1,1996,4532.122345,5511.340644,10042.2815,8392.077148,42717.659,4904.225319,457.9461582,856.189667,389.9017639
7,1,1996,1507.023437,1803.497269,4949.787144,4214.472291,20209.53452,1598.930353,231.4858719,324.079355,124.7099304
8,1,1996,608.6543001,758.5431938,1420.337195,1180.186283,5005.173871,655.1198718,-57.81698888,171.227097,96.3952713
9,1,1996,482.8895696,592.3460424,844.9925762,656.012771,5792.169667,514.8570853,409.4802925,121.821333,160.6191559
10,1,1996,709.9557741,852.6816049,775.3221045,688.551631,7907.235161,737.9965424,473.4623711,142.5290641,215.540968
11,1,1996,651.3503972,753.8346014,1082.395781,848.9619027,9445.625333,683.1204937,611.0084132,91.08839569,167.239667
12,1,1996,560.1080879,624.3253443,674.1311241,607.4496084,7660.80871,580.0154279,369.7514882,84.33681636,111.368387
1,1,1997,464.2610299,578.6574058,960.1583225,699.3723516,7726.570323,499.7239034,417.5147572,78.150952,112.209032
2,1,1997,421.2022475,558.3514393,934.313504,586.5556614,7823.425357,476.0619181,496.3661019,72.66193717,99.501429
3,1,1997,703.2652602,1018.255601,3855.445914,1339.174683,16905.74581,829.2613805,2289.691264,74.25307132,228.911935
4,1,1997,1744.029191,2280.751382,2787.402772,1652.746801,21278.90167,2001.655843,2307.490181,133.9182241,393.970667
5,1,1997,5521.558147,6876.500608,7801.795719,5804.290953,58559.07548,6117.732864,5104.131379,628.0533944,1495.949677
6,1,1997,7859.348147,9478.398422,13444.64716,10818.2921,84474.572,8474.587277,6006.774723,1191.876375,1959.943333
7,1,1997,2435.72714,2845.099312,3429.626928,3123.463763,25284.63129,2562.632516,1560.23064,441.9461719,799.851935
8,1,1997,1585.71731,1779.745728,2797.247121,2275.260269,17998.67161,1645.866364,1285.895735,259.3480313,631.053871
9,1,1997,1131.910637,1245.818056,1910.845645,1408.654896,17313.66833,1167.222005,1707.565324,182.1738584,635.853
10,1,1997,1100.428065,1132.997419,1499.254785,1139.508007,16149.12,1110.524516,1075.209374,148.074516,380.441613
11,1,1997,693.545667,833.956333,1275.566926,894.4058393,11925.96367,737.073,539.7695557,111.505667,166.383
12,1,1997,488.0916252,616.2164417,653.5822326,622.9474326,9453.333548,527.8103188,364.6585012,93.823226,113.569677
1,1,1998,482.275907,611.950004,950.339814,620.120041,8314.566129,522.474923,320.4078409,96.089032,96.562903
2,1,1998,470.6471527,584.2402073,971.0452424,630.4212229,8862.298571,516.0843778,364.9324292,87.916071,83.343929
3,1,1998,699.4964579,878.2356445,2258.171313,1007.919838,11282.55806,770.9921282,1249.629087,89.886774,140.245484
4,1,1998,1004.018224,1335.032102,2721.584869,1727.0223,20613.642,1162.904886,1897.516406,118.900333,249.908
5,1,1998,3076.899038,4155.952951,5267.052307,3365.851306,46900.67355,3551.682757,3964.213292,365.634839,1053.011935
6,1,1998,3244.201171,3928.921352,9085.445326,5730.301046,45443.557,3504.394835,2272.785262,453.888333,879.257333
7,1,1998,1998.807781,2265.058576,7027.185191,5311.181356,27575.13516,2081.345541,960.3228654,278.017097,487.235806
8,1,1998,1012.731413,1140.574273,2510.084565,1904.281474,12420.70935,1052.362702,489.3726776,120.711613,257.860645
9,1,1998,511.4072937,614.3003754,1285.708745,973.0736277,7819.754667,543.3041489,107.0590827,85.958667,247.410333
10,1,1998,685.20654,791.2230451,1378.715584,959.9513858,10450.87129,718.0716622,978.5770933,116.9241963,247.8078943
11,1,1998,612.6197418,725.6991292,1155.547316,894.751465,12552.51867,647.674354,1049.562736,87.12696253,230.8455294
12,1,1998,383.5064033,475.6160579,592.0310807,540.5462803,7844.896129,412.0603987,508.0729764,58.2852542,131.9531302
1,1,1999,414.9635738,500.5330958,853.1029752,582.1248761,7458.399677,441.4901281,336.9165359,69.24058976,94.56250972
2,1,1999,424.933124,498.002883,882.031941,592.8420582,7072.5725,454.160679,407.4702045,64.9193885,82.13140324
3,1,1999,734.6691619,857.5345124,1821.543483,1003.811612,8603.637419,783.8153056,653.5992264,87.37931528,119.4145695
4,1,1999,864.7326803,1084.340879,2704.818882,1626.650254,10171.81533,970.1446269,1623.16392,137.6785912,275.2007566
5,1,1999,2887.114179,3488.544922,7449.394311,4476.83303,32114.4729,3151.743633,3652.194422,397.2034912,1138.711329
6,1,1999,5078.0875,5826.128044,12901.10856,9550.8058,57487.85267,5362.34292,3806.449813,803.6534037,1532.586165
7,1,1999,2353.62524,2705.166027,5278.658573,4464.111677,29096.52677,2462.602874,1779.076046,376.7343957,820.5793418
8,1,1999,1832.55946,2162.926053,1919.589042,1520.491472,19368.14065,1934.973113,3499.446541,243.5806333,1014.013137
9,1,1999,1060.099898,1303.388743,1421.456478,1064.683131,14223.478,1135.519448,1759.561326,171.9929815,562.5915273
10,1,1999,632.2643374,848.2587694,950.1236257,816.3242029,8580.186774,699.222612,343.9776274,121.227097,179.243871
11,1,1999,481.3217239,566.6938761,924.4466461,770.5533427,8027.993667,507.78709,242.5263551,80.781333,89.135667
12,1,1999,419.5970902,513.2677947,562.3289608,550.0506997,6589.508387,448.6350103,161.3852129,73.697419,58.118065
1,1,2000,440.748831,530.8948984,680.8379123,519.6493858,6057.35,468.6941149,223.8530892,71.515161,57.661613
2,1,2000,451.0013096,566.1329188,918.9489809,586.1247914,6900.171035,497.0539477,258.217654,71.586552,58.996207
3,1,2000,624.9463024,685.8094443,1276.799856,810.7332074,7344.386774,649.2915541,638.7507098,69.589677,99.966129
4,1,2000,1601.95555,1993.076463,2075.304549,1518.808052,14091.90267,1789.693597,2047.638654,168.308667,391.922
5,1,2000,3702.719085,4546.497031,2903.997058,2536.754391,27687.15903,4073.981331,2348.338093,513.413871,1062.914839
6,1,2000,2172.978312,2574.072371,3177.817293,3011.251856,24513.334,2325.394084,484.6132443,403.798,468.525333
7,1,2000,852.76151,986.6245885,1187.904779,1195.658245,5975.155161,894.259047,-167.0561075,170.495484,161.885484
8,1,2000,588.0325529,727.5706767,602.3792282,646.2768723,2820.478065,631.2893775,48.15198018,124.112903,137.773871
9,1,2000,531.9033793,633.7542542,647.2157038,553.299692,4657.507667,563.4771482,125.3563389,102.689667,152.579
10,1,2000,452.243871,540.502258,780.806129,614.3386519,5813.790968,479.604194,195.205484,87.663548,167.371935
11,1,2000,463.367667,545.950333,550.871,529.6819077,6596.491,488.967667,352.883667,67.980667,130.638333
12,1,2000,394.636129,479.240968,449.224516,437.143399,5589.873871,420.864516,274.903548,61.821935,88.267419
1,1,2001,348.843871,434.145484,505.285484,403.1843332,4642.549032,375.286774,262.247097,63.653548,77.719677
2,1,2001,385.711429,476.255357,623.599643,425.7068889,5214.57,421.9275,380.0375,64.304643,78.93
3,1,2001,578.629355,660.435484,1778.931613,793.0625129,7799.299032,611.351935,1139.434194,65.58129,114.088065
4,1,2001,1014.674333,1292.819667,1647.947,881.8917557,11163.71267,1148.184,2646.356667,133.801,429.651333
5,1,2001,3657.52871,4409.159032,2964.046129,1741.130214,30311.59032,3988.246129,5647.754194,474.727419,1754.907742
6,1,2001,2600.715667,2971.874667,1690.796667,1225.378449,22934.57467,2741.756,3182.878333,395.524667,1203.288333
7,1,2001,1071.301935,1211.517419,950.088065,822.2376455,6935.033548,1114.768387,450.757742,151.329032,400.898065
8,1,2001,1118.208065,1276.577097,381.646774,446.5314535,6238.827419,1167.301935,723.929677,168.970645,398.743548
9,1,2001,496.701,589.065,292.358667,340.083857,3587.481333,525.334,79.876333,93.545667,151.741667
10,1,2001,438.028065,522.220968,271.619355,345.98195,3313.289355,464.127742,158.822258,77.971935,94.072903
11,1,2001,463.257,551.449,451.510333,453.682894,5596.286,490.596333,201.775333,70.463,82.580333
12,1,2001,376.234516,478.446129,293.26129,379.3823984,4484.717097,407.920323,208.752903,57.056452,77.253871
1,1,2002,351.269355,453.391935,346.640323,358.9462816,4265.942903,382.927419,190.596129,51.267742,61.250968
2,1,2002,300.798214,423.0575,375.019643,335.2229111,4101.861786,349.702143,180.413929,47.201071,46.074286
3,1,2002,482.013226,572.724839,754.766452,484.0398435,4777.48129,518.297742,249.152258,71.576774,49.23871
4,1,2002,898.725,1209.186,1183.688667,923.9968167,6342.532667,1047.747333,528.809333,155.154667,164.263
5,1,2002,864.019677,1052.08871,728.030645,744.7326497,5110.071613,946.770645,118.25871,215.947097,254.122581
6,1,2002,607.039667,724.966333,2621.685,2691.350039,6096.71,651.851333,-179.263,137.656,123.427333
7,1,2002,224.854516,345.314839,1058.607419,1130.060267,1170.876452,262.197742,61.224194,62.504516,58.933871
8,1,2002,155.919355,224.466774,239.504839,466.964041,233.7629032,177.16871,-51.606774,42.606452,54.828065
9,1,2002,214.052,318.895667,469.014667,480.8359113,4277.855333,246.552667,185.461667,48.722,166.757
10,1,2002,392.173871,461.722581,481.88129,514.7576829,4302.170645,413.733226,376.04129,61.227742,137.1062521
11,1,2002,382.561,445.708667,539.705,534.6441993,5817.803333,402.137667,331.527667,53.607667,94.11089122
12,1,2002,283.439355,339.481935,360.212581,420.9421694,4043.569677,300.811613,204.870645,42.210645,64.5594224
1,1,2003,296.8189497,357.295806,489.976129,414.5132248,3423.204194,306.569677,208.495161,3.0137642,52.07287561
2,1,2003,288.799286,381.671786,569.458929,435.8151475,4200.970714,325.9475,266.834286,44.9370239,56.39097568
3,1,2003,431.854194,549.092581,1273.213871,959.4437926,6617.579032,478.75,619.975806,53.34871,79.84042543
4,1,2003,698.939667,939.119333,1102.026,943.3868053,6943.26,814.226333,1022.271,122.730333,227.4407021
5,1,2003,2825.302581,3354.274194,1607.682581,1237.96812,18870.81129,3058.049355,2241.395806,467.691935,863.6338531
6,1,2003,2862.208,3295.753667,4100.662,3177.649346,33489.94033,3026.955,1025.992667,516.429333,505.257963
7,1,2003,703.999355,842.997097,1171.784839,1127.193757,5572.034839,747.089677,-162.592258,151.956774,152.176452
8,1,2003,537.043548,669.925806,541.256774,572.8615477,2343.428065,578.237419,42.896129,105.144194,176.709677
9,1,2003,759.274667,869.053,437.724667,528.158516,7487.839333,793.305667,758.591,129.161667,285.239333
10,1,2003,427.188065,517.816774,385.163548,435.96045,4648.269677,455.282258,224.5293548,80.012258,104.476452
11,1,2003,394.803333,488.653,475.507,449.4296393,5650.750667,423.894,399.126,73.712,102.872
12,1,2003,357.959677,445.329677,446.467742,457.7357923,4663.464839,385.044839,285.8364516,61.870645,80.484516
1,1,2004,338.06871,432.015161,435.661935,406.8927187,3887.943548,367.192903,282.3409677,63.36,83.479032
2,1,2004,336.631379,434.321034,567.642414,401.8908121,4370.104828,375.707586,417.412069,64.740345,77.795517
3,1,2004,746.47871,946.325806,1600.876452,940.0231571,8668.930968,826.417419,1770.907097,88.869677,258.247742
4,1,2004,1145.597,1479.304,1413.018333,1103.557406,13611.69633,1305.774667,2312.343667,127.038333,413.424667
5,1,2004,2498.663226,3154.521613,1235.684194,1086.756113,19132.27484,2787.24,3187.675484,379.285806,1187.312903
6,1,2004,2259.424,2622.257667,3161.791333,3051.577463,17685.147,2397.301,1884.709,387.697333,860.904667
7,1,2004,1053.376129,1102.030645,2956.118387,2735.92404,8166.563226,1068.457419,318.8796774,174.942258,323.210645
8,1,2004,458.125806,492.755806,978.196452,907.2296977,2669.764839,468.86129,-39.8254839,89.619677,152.266129
9,1,2004,371.333667,420.965667,775.205,688.3474767,5203.585333,386.693333,937.319,91.311333,382.189333
10,1,2004,463.251935,529.92,1110.812903,874.8962384,7764.123871,483.879032,859.3674194,84.879032,311.702903
11,1,2004,432,499.992667,1037.242667,828.2663363,9022.013667,453.078333,748.9436667,65.593667,210.265667
12,1,2004,341.454194,412.167742,602.373871,570.4942548,5595.689677,363.375161,484.3280645,62.877097,151.362903
1,1,2005,367.243871,461.514194,692.783226,579.6780571,8278.354839,396.464516,853.4396774,74.372903,158.16871
2,1,2005,355.841071,450.194286,705.276786,512.1767325,8776.885,393.581429,1301.118214,66.675,138.343571
3,1,2005,443.98871,545.720645,1991.573226,1049.530625,9477.552258,484.68129,1421.047419,57.454194,210.90871
4,1,2005,1051.652667,1259.686333,2647.866333,2097.771948,19047.99833,1151.509,4681.241667,121.510333,702.551667
5,1,2005,3177.247419,3772.606129,5624.289032,3822.288673,47156.49323,3439.205806,6966.030645,405.857097,1882.174839
6,1,2005,3876.551,4426.256333,7012.749,5413.63131,56941.00533,4085.439667,4655.579667,580.9,1695.564667
7,1,2005,1616.881613,1759.384516,3101.783226,2628.143413,23092.35161,1661.057742,1021.080968,248.954516,608.681935
8,1,2005,868.066774,964.626129,1135.189032,960.7129684,7692.099677,891.871935,428.2990323,145.10129,314.840645
9,1,2005,427.916667,525.251,597.741667,556.8567807,5460.932,458.092,396.185,112.859667,266.242
10,1,2005,688.209032,793.683871,769.112581,660.0739903,9645.074516,720.905806,1343.770968,123.618065,492.240645
11,1,2005,458.748333,532.186333,614.8,642.6705877,8469.217667,481.514667,398.2313333,82.294,165.189
12,1,2005,413.367742,497.795161,513.087419,505.9328139,5708.921613,439.539355,266.2267742,72.018387,97.659355
1,1,2006,405.005484,488.772258,662.133226,545.6421594,5683.258065,430.95129,230.0303226,76.578387,79.722581
2,1,2006,385.559286,471.897857,584.808214,499.38931,5751.639643,420.075714,206.93,62.748571,73.0225
3,1,2006,591.511935,666.201613,1049.728387,635.6032968,7167.953548,621.387419,444.9174194,63.806452,94.36129
4,1,2006,1743.013333,2165.908333,2258.441333,1646.198529,16941.804,1946.003,1674.128,168.157333,396.207
5,1,2006,3516.41871,4392.239355,4240.917742,3564.319261,32790.86226,3901.779355,2406.392903,447.369677,1006.926774
6,1,2006,2605.240667,3072.787667,4022.385667,3648.044545,27179.81867,2782.909,779.158,395.159333,463.926333
7,1,2006,1241.267419,1402.040645,1469.148387,1393.339339,9345.226774,1291.107742,493.8812903,192.015484,332.498065
8,1,2006,970.000645,1116.533548,519.91871,563.3423303,6859.615484,1015.425484,1011.965484,140.19,459.887742
9,1,2006,683.417667,792.367667,521.844333,483.5060203,6928.368667,717.191,873.2086667,126.298667,408.020333
10,1,2006,1023.567937,1228.526811,818.3478987,666.6904981,15940.22337,1094.797522,2497.248065,164.2952152,890.0959761
11,1,2006,622.5113337,773.577301,711.0757623,666.7835023,9528.2998,672.7523153,702.0846667,105.2499993,256.80794
12,1,2006,425.2158523,566.6782184,489.5359016,467.571849,6149.35082,468.8589816,439.2658065,79.4239248,146.78983
1,1,2007,341.4580929,469.3349252,535.7856171,429.2858245,5816.21644,393.0285887,349.916129,66.3803761,111.30127
2,1,2007,379.0207336,489.5579057,805.2364496,463.9639154,6803.5972,412.1032546,561.0021429,62.2328871,106.92968
3,1,2007,855.1451719,1085.139416,1947.529095,1015.243117,12796.87387,943.6056232,1849.087742,105.3954277,265.54096
4,1,2007,1128.320001,1405.961675,1223.680134,831.062348,14034.23862,1224.210712,1738.545667,134.410276,398.93827
5,1,2007,3077.823999,3699.660754,2683.93197,1768.18507,26487.69895,3290.896457,3635.583871,445.2826603,1128.84863
6,1,2007,2904.183627,3357.455534,1515.665776,1497.582018,22596.45826,2996.889484,2594.881,492.324444,1125.03516
7,1,2007,1148.587105,1304.692574,676.4951294,752.7380171,6562.73635,1164.78713,471.3741935,246.6630381,360.03789
8,1,2007,1043.678057,1198.146118,506.4028716,565.7251268,6666.3946,1058.415235,861.486129,166.6155897,424.79664
9,1,2007,637.1930837,783.9234567,383.717799,426.947476,5541.66767,663.5558853,421.637,131.98139,281.89236
10,1,2007,638.8436935,785.6142197,578.8059052,532.2533165,7610.01583,678.2493065,656.1877419,113.1797052,220.09457
11,1,2007,413.978006,539.4645183,546.1034833,543.205724,6738.0584,455.2872287,314.2843333,66.433335,113.5827
12,1,2007,432.6872526,573.9224774,337.3997313,443.2519306,6335.63535,479.3417177,741.1206452,80.8060484,134.93521
1,1,2008,392.4586132,555.2803794,385.6700461,396.5937748,4538.06105,456.3206761,429.183871,79.6426081,105.97554
2,1,2008,372.0488348,525.4083831,576.7215345,427.9716803,6956.70301,432.8201362,656.2010345,72.57888,87.41749
3,1,2008,496.1986042,660.2384874,929.7740868,525.2603145,9882.44302,546.014781,2301.301936,64.152151,198.4762
4,1,2008,1705.309261,2085.693202,1355.470372,896.004405,17168.20412,1825.214709,3748.620593,112.4026383,626.19364
5,1,2008,5173.394575,6310.786499,2853.864571,2143.097879,42660.36038,5579.862627,4750.160317,563.9177416,1279.57578
6,1,2008,6868.078671,8126.836136,4773.295196,3762.155737,59923.89511,7256.287287,4369.629009,1098.702778,1413.49331
7,1,2008,2791.904295,3105.300623,3055.85007,2811.600053,27793.79476,2888.88699,1086.507495,470.7434139,518.21549
8,1,2008,1144.068189,1225.05527,773.6336345,759.4520565,7953.164542,1152.697861,452.1019803,195.7135748,236.70135
9,1,2008,586.0582243,634.7983017,672.506685,597.3740353,6559.033356,589.3187973,495.203964,127.128612,181.11723
10,1,2008,537.2648197,590.7297429,738.7973919,702.5203819,6206.06297,541.0008432,456.604731,107.5858874,151.32224
11,1,2008,460.7935737,546.71699,782.2945203,692.6598893,7037.45294,487.1102793,345.4656243,81.1895827,88.537614
12,1,2008,447.9705668,527.8023581,277.6816965,479.9628742,5071.80048,476.2912174,315.5635632,84.9520161,78.1877426

